0.305374,0.204
0.288745,0.648
0.318082,0.584
0.264337,0.504
0.30808,0.274
0.366083,0.47
0.389195,0.71
0.391075,0.752
0.33352,1.163
0.313624,0.347
0.413832,1.385
0.394494,0.861
0.380534,0.595
0.402179,1.232
0.406478,1.11
0.226156,0.547
0.200364,0.144
0.256325,1.328
0.243018,1.126
0.252514,1.102
0.226313,0.673
0.269874,1.51
0.230351,0.182
0.220398,0.392
0.250503,2.089
0.289124,0.288
0.293341,0.695
0.307667,0.129
0.284211,0.839
0.303145,0.408
0.300653,0.952
0.275228,0.266
0.268015,1.553
0.281698,1.88
0.280734,0.091
0.306169,0.695
0.319018,1.721
0.30636,0.266
0.326441,0.204
0.325798,1.987
0.342538,0.52
0.371372,2.135
0.334391,0.52
0.350472,3.488
0.301273,0.433
0.344625,0.648
0.307767,1.323
0.260086,1.161
0.310102,1.425
0.262627,2.015
0.286296,3.536
0.304191,4.306
0.284376,1.914
0.292647,1.271
0.287469,1.51
0.284168,0.47
0.316497,1.496
0.137708,2.578
0.183504,0.821
0.183922,2.74
0.187571,0.52
0.158575,1.736
0.200142,0.091
0.206788,1.965
0.198842,0.664
0.19533,0.47
0.194572,0.376
0.199909,0.551
0.247467,2.489
0.251413,1.553
0.251579,2.561
0.277829,1.189
0.294947,1.906
0.295424,1.246
0.268157,0.347
0.250934,2.058
0.289346,0.47
0.272388,0.555
0.279334,0.912
0.294955,0.144
0.300853,0.595
0.281102,0.787
0.35289,2.28
0.292317,0.848
0.25019,2.81
0.305355,4.536
0.296152,3.202
0.328135,0.47
0.292849,2.603
0.280001,1.593
0.316904,1.875
0.391953,3.993
0.296244,1.285
0.375321,0.808
0.292683,3.562
0.318725,0.144
0.324467,3.526
0.27391,0.329
0.239437,2.944
0.350938,2.91
0.253598,0.712
0.297598,0.721
0.257304,0.584
0.279451,0.376
0.36317,0.816
0.301981,1.285
0.348415,3.12
0.293787,4.527
0.189767,0.144
0.188273,0.608
0.251737,0.452
0.311294,0.376
0.281188,0.839
0.262296,0.233
0.268011,1.186
0.327215,1.29
0.343887,2.265
0.311854,0.258
0.258725,0.456
0.296274,2.8
0.289774,0.848
0.289026,1.459
0.296576,0.129
0.315767,3.491
0.303988,2.542
0.386426,0.144
0.292531,0.968
0.343505,4.447
0.360544,1.857
0.356738,1.058
0.177505,0.816
0.178685,0.129
0.192145,0.288
0.183289,0.491
0.1803,0.777
0.180474,0.779
0.22723,0.555
0.245967,0.392
0.249832,2.738
0.236532,0.144
0.237684,0.323
0.237174,0.376
0.260103,0.456
0.211512,0.73
0.212467,1.368
0.192078,0.347
0.222108,2.025
0.253903,0.695
0.24948,0.532
0.273758,1.857
0.254773,0.752
0.268849,1.848
0.231273,1.217
0.212874,0.787
0.227187,3.304
0.199639,0.433
0.2606334,4.515
0.1591302,0.266
0.1895562,0.645
0.1961698,0.376
0.221558,0.551
0.2212772,0.065
0.230408,0.329
0.2209743,0.47
0.2168778,0.841
0.2522172,0.826
0.2516898,0.686
0.2759516,0.595
0.2813095,0.777
0.3082739,0.735
0.2545487,0.266
0.2879715,0.323
0.2578338,0.752
0.3075363,0.376
0.3153701,0.877
0.2846244,0.839
0.299674,1.128
0.3026242,0.639
0.3214103,0.456
0.2956606,0.274
0.350338,0
0.2857871,1.5
0.3732373,0.456
0.3992274,2.645
0.368884,0.491
0.284653,0.52
0.316563,0.376
0.321782,1.064
0.269635,0.47
0.226434,0.516
0.262753,0.392
0.274413,0.433
0.284992,0.645
0.243974,1.04
0.270073,0.129
0.286255,0.976
0.314731,1.277
0.292928,0.912
0.279266,0.959
0.263645,3.312
0.315202,0.686
0.317731,2.387
0.218764,3.757
0.28979,0.645
0.27105,2.316
0.26562,4.844
0.26716,1.897
0.295292,2.554
0.24676,1.098
0.230404,0.865
0.272713,0.52
0.223833,0.555
0.24582,0.985
0.254207,1.189
0.243026,2.183
0.324567,0.848
0.307544,0.413
0.31928,0.323
0.306778,0.584
0.329237,0.841
0.310004,0.595
0.284473,1.428
0.387751,0
0.324131,0.456
0.262183,0.639
0.299552,1.246
0.268622,0.392
0.322647,0.695
0.231069,2.312
0.237178,2.903
0.218796,3.686
0.251852,0.826
0.247138,2.208
0.299669,5.867
0.380507,6.659
0.233927,3.225
0.337092,2.02
0.312118,1.224
0.357615,6.344
0.263465,1.371
0.243164,1.095
0.236793,1.632
0.256332,1.442
0.25009,0.065
0.284377,1.367
0.284106,0.721
0.231494,1.884
0.32518,0.065
0.288059,0.861
0.310341,0.968
0.294564,0.841
0.321488,0.065
0.285141,1.845
0.276499,0.551
0.228501,0.376
0.255563,0.584
0.252183,0.52
0.269962,1.613
0.26819,1.141
0.311219,0.329
0.314266,2.235
0.244938,1.799
0.282642,3.345
0.375525,1.914
0.298115,1.184
0.319748,4.192
0.30543,0.233
0.330802,3.395
0.318258,3.744
0.348523,1.05
0.338483,4.863
0.357586,7.521
0.315286,3.097
0.354051,1.833
0.341495,1.042
0.283728,2.135
0.378453,2.239
0.386807,0.194
0.326293,1.449
0.327846,0.865
0.391634,0.985
0.291681,0.433
0.331974,0.258
0.35295,0.71
0.356727,1.871
0.435311,1.472
0.386431,1.991
0.395605,2.326
0.381424,0.52
0.383569,3.89
0.530759,1.189
0.357768,1.905
0.486819,0.639
0.409455,2.007
0.514725,1.323
